AnimalID,features_values_dog,gp1,gp2
A691503,Chihuahua Shorthair Mix,Mix,Toy
A702133,Pit Bull Mix,Mix,Pit Bull
A697071,Rat Terrier/Cardigan Welsh Corgi,Herding,Terrier
A663019,Chihuahua Shorthair Mix,Mix,Toy
A667792,Jack Russell Terrier/Dachshund,Unknown,Hound
A717093,Chihuahua Shorthair Mix,Mix,Toy
A715488,Miniature Pinscher Mix,Mix,Toy
A669131,Labrador Retriever Mix,Mix,Sporting
A717554,Dachshund Mix,Mix,Hound
A668524,Chihuahua Shorthair,Toy,Toy
A665066,Border Collie/Chow Chow,Non-Sporting,Herding
A702031,English Setter Mix,Mix,Sporting
A692470,Miniature Poodle Mix,Non-Sporting,Mix
A684951,Chihuahua Shorthair Mix,Mix,Toy
A662946,Dachshund Mix,Mix,Hound
A670902,Pomeranian Mix,Mix,Toy
A664052,Pit Bull Mix,Mix,Pit Bull
A700710,Chihuahua Shorthair Mix,Mix,Toy
A655529,Boxer/Pit Bull,Pit Bull,Working
A688232,Labrador Retriever Mix,Mix,Sporting
A711132,Basset Hound Mix,Mix,Hound
A653745,Pit Bull Mix,Mix,Pit Bull
A677663,Greater Swiss Mountain Dog Mix,Mix,Working
A696877,Labrador Retriever Mix,Mix,Sporting
A698392,German Shepherd,Herding,Herding
A706293,Chihuahua Shorthair Mix,Mix,Toy
A674384,Border Collie Mix,Mix,Herding
A699961,Chihuahua Shorthair Mix,Mix,Toy
A682808,German Shepherd Mix,Mix,Herding
A718343,Chihuahua Shorthair Mix,Mix,Toy
A668579,Chihuahua Shorthair Mix,Mix,Toy
A703745,Labrador Retriever/Doberman Pinsch,Sporting,Working
A700318,Pit Bull Mix,Mix,Pit Bull
A710969,Dachshund/Bull Terrier,Hound,Terrier
A598610,Australian Kelpie Mix,Mix,Working
A703207,German Shepherd Mix,Mix,Herding
A664460,Dachshund Mix,Mix,Hound
A709491,Pit Bull Mix,Mix,Pit Bull
A703769,German Shepherd Mix,Mix,Herding
A692294,Chihuahua Shorthair Mix,Mix,Toy
A704507,Miniature Schnauzer Mix,Mix,Terrier
A665277,Rat Terrier Mix,Mix,Terrier
A668537,Miniature Pinscher Mix,Mix,Toy
A719180,Cardigan Welsh Corgi Mix,Mix,Herding
A675076,Rottweiler Mix,Mix,Working
A712447,Chihuahua Shorthair Mix,Mix,Toy
A704382,Pit Bull/Boxer,Pit Bull,Working
A690875,Labrador Retriever/Border Collie,Sporting,Herding
A720699,Pit Bull Mix,Mix,Pit Bull
A659671,Redbone Hound Mix,Mix,Hound
A657732,Chihuahua Shorthair Mix,Mix,Toy
A689773,Beagle Mix,Mix,Hound
A716390,Bull Terrier,Terrier,Terrier
A706292,Chihuahua Shorthair Mix,Mix,Toy
A704607,Pembroke Welsh Corgi Mix,Mix,Herding
A661608,Jack Russell Terrier,Unknown,Unknown
A694229,Dachshund,Hound,Hound
A685370,Labrador Retriever Mix,Mix,Sporting
A660979,Toy Poodle/Maltese,Toy,Toy
A711514,Australian Cattle Dog Mix,Mix,Herding
A663135,German Shepherd Mix,Mix,Herding
A702673,Australian Cattle Dog Mix,Mix,Herding
A615299,Bullmastiff Mix,Mix,Working
A676330,Smooth Fox Terrier Mix,Mix,Terrier
A715435,Labrador Retriever Mix,Mix,Sporting
A703886,German Shepherd Mix,Mix,Herding
A668094,Pit Bull Mix,Mix,Pit Bull
A702219,Yorkshire Terrier Mix,Mix,Toy
A718558,Lhasa Apso Mix,Non-Sporting,Mix
A689461,Labrador Retriever Mix,Mix,Sporting
A381173,Labrador Retriever Mix,Mix,Sporting
A672179,Catahoula Mix,Mix,Herding
A667726,Labrador Retriever Mix,Mix,Sporting
A708822,Shih Tzu/Maltese,Toy,Toy
A693633,Scottish Terrier/Miniature Poodle,Non-Sporting,Terrier
A673847,Cocker Spaniel Mix,Mix,Sporting
A679941,Chihuahua Shorthair Mix,Mix,Toy
A719100,Anatol Shepherd Mix,Mix,Herding
A662398,American Pit Bull Terrier Mix,Unknown,Mix
A696760,Labrador Retriever Mix,Mix,Sporting
A676987,German Shepherd/Labrador Retriever,Herding,Sporting
A693553,Pug Mix,Mix,Toy
A670356,Chihuahua Shorthair Mix,Mix,Toy
A669918,Labrador Retriever Mix,Mix,Sporting
A680773,Dachshund Mix,Mix,Hound
A698184,Pit Bull Mix,Mix,Pit Bull
A715618,Cardigan Welsh Corgi/Chihuahua Shorthair,Herding,Toy
A696866,Maltese Mix,Mix,Toy
A588258,German Shepherd Mix,Mix,Herding
A669845,Pit Bull Mix,Mix,Pit Bull
A649865,Chihuahua Shorthair Mix,Mix,Toy
A706342,Chihuahua Shorthair Mix,Mix,Toy
A708139,Labrador Retriever Mix,Mix,Sporting
A703226,Dachshund Mix,Mix,Hound
A681025,Chihuahua Shorthair Mix,Mix,Toy
A707249,German Shepherd,Herding,Herding
A692000,Labrador Retriever Mix,Mix,Sporting
A716162,Australian Cattle Dog Mix,Mix,Herding
A563302,Labrador Retriever,Sporting,Sporting
A712549,Beauceron Mix,Mix,Herding
A694917,Labrador Retriever Mix,Mix,Sporting
A629077,Pit Bull Mix,Mix,Pit Bull
A720940,Chihuahua Shorthair Mix,Mix,Toy
A671142,Beagle/Labrador Retriever,Sporting,Hound
A682649,American Pit Bull Terrier/Chinese Sharpei,Non-Sporting,Unknown
A665782,Pit Bull Mix,Mix,Pit Bull
A685672,Chihuahua Shorthair Mix,Mix,Toy
A674481,Dachshund Mix,Mix,Hound
A719276,Pekingese,Toy,Toy
A707482,Dachshund Mix,Mix,Hound
A681156,Chihuahua Shorthair/Dachshund,Hound,Toy
A673571,Cardigan Welsh Corgi Mix,Mix,Herding
A718609,Chihuahua Shorthair Mix,Mix,Toy
A702075,Rottweiler/Rhod Ridgeback,Hound,Working
A702178,Australian Shepherd Mix,Mix,Herding
A716493,Dachshund Mix,Mix,Hound
A681489,Doberman Pinsch,Working,Working
A690977,Pekingese Mix,Mix,Toy
A701124,Chihuahua Shorthair Mix,Mix,Toy
A619636,Old English Bulldog Mix,Unknown,Mix
A681981,Ibizan Hound Mix,Mix,Hound
A616489,Beagle Mix,Mix,Hound
A634858,Yorkshire Terrier Mix,Mix,Toy
A667185,Boston Terrier Mix,Non-Sporting,Mix
A700632,Chihuahua Shorthair Mix,Mix,Toy
A718145,Labrador Retriever Mix,Mix,Sporting
A683670,Dachshund/Whippet,Hound,Hound
A718264,Pit Bull Mix,Mix,Pit Bull
A690777,Rat Terrier Mix,Mix,Terrier
A673515,Cairn Terrier Mix,Mix,Terrier
A699843,Rottweiler Mix,Mix,Working
A720214,Labrador Retriever Mix,Mix,Sporting
A512959,German Shepherd Mix,Mix,Herding
A701765,Miniature Poodle Mix,Non-Sporting,Mix
A701910,American Staffordshire Terrier Mix,Mix,Terrier
A713610,Labrador Retriever/Border Collie,Sporting,Herding
A668844,Chihuahua Shorthair/Whippet,Hound,Toy
A690349,German Shepherd Mix,Mix,Herding
A715704,Boxer/Beagle,Hound,Working
A704921,Brittany/Labrador Retriever,Sporting,Sporting
A717068,Black Mouth Cur/Australian Cattle Dog,Herding,Herding
A700295,Labrador Retriever/Anatol Shepherd,Mix,Sporting
A665304,Newfoundland/Australian Cattle Dog,Herding,Working
A704894,Boxer Mix,Mix,Working
A551055,Parson Russell Terrier Mix,Mix,Terrier
A693393,Bull Terrier,Terrier,Terrier
A685904,American Bulldog Mix,Non-Sporting,Mix
A708958,Chihuahua Shorthair/Dachshund,Hound,Toy
A717483,Cardigan Welsh Corgi/Chihuahua Shorthair,Herding,Toy
A675393,Miniature Pinscher Mix,Mix,Toy
A670087,Shih Tzu Mix,Mix,Toy
A665698,Black Mouth Cur Mix,Mix,Herding
A714227,Pit Bull Mix,Mix,Pit Bull
A695204,Rhod Ridgeback Mix,Mix,Hound
A698896,Miniature Schnauzer Mix,Mix,Terrier
A638621,Pit Bull Mix,Mix,Pit Bull
A686592,English Bulldog,Non-Sporting,Non-Sporting
A678579,Chihuahua Shorthair Mix,Mix,Toy
A689687,Siberian Husky Mix,Mix,Working
A702845,Bernese Mountain Dog Mix,Mix,Working
A709954,Miniature Poodle Mix,Non-Sporting,Mix
A664768,Pit Bull,Pit Bull,Pit Bull
A677556,Miniature Schnauzer Mix,Mix,Terrier
A714025,Yorkshire Terrier Mix,Mix,Toy
A676176,Australian Shepherd Mix,Mix,Herding
A674671,Pit Bull Mix,Mix,Pit Bull
A687185,Chihuahua Shorthair Mix,Mix,Toy
A711404,Chihuahua Shorthair Mix,Mix,Toy
A612711,Dachshund,Hound,Hound
A664112,Labrador Retriever/Labrador Retriever,Sporting,Sporting
A699391,Chihuahua Shorthair Mix,Mix,Toy
A699534,Pit Bull Mix,Mix,Pit Bull
A690776,Dachshund/Shih Tzu,Toy,Hound
A702533,Pit Bull Mix,Mix,Pit Bull
A716218,Australian Shepherd Mix,Mix,Herding
A624436,Parson Russell Terrier/Chihuahua Shorthair,Toy,Terrier
A596942,Chihuahua Shorthair Mix,Mix,Toy
A701045,Pug Mix,Mix,Toy
A601482,Chow Chow/Australian Cattle Dog,Non-Sporting,Herding
A699191,Pit Bull Mix,Mix,Pit Bull
A667545,Pit Bull/Mastiff,Pit Bull,Working
A215368,Newfoundland Mix,Mix,Working
A698265,American Pit Bull Terrier,Unknown,Unknown
A683700,Chihuahua Shorthair Mix,Mix,Toy
A698566,Chihuahua Shorthair Mix,Mix,Toy
A669977,American Bulldog Mix,Non-Sporting,Mix
A675639,Pit Bull Mix,Mix,Pit Bull
A701607,Pit Bull Mix,Mix,Pit Bull
A686679,Cocker Spaniel Mix,Mix,Sporting
A692453,Miniature Schnauzer,Terrier,Terrier
A674746,Chihuahua Shorthair Mix,Mix,Toy
A688064,Catahoula Mix,Mix,Herding
A697171,Chihuahua Shorthair Mix,Mix,Toy
A697320,Chihuahua Shorthair Mix,Mix,Toy
A714081,Australian Shepherd Mix,Mix,Herding
A685603,Catahoula Mix,Mix,Herding
A651306,Rottweiler,Working,Working
A694347,Black Mouth Cur Mix,Mix,Herding
A694398,Labrador Retriever/Pembroke Welsh Corgi,Sporting,Herding
A670833,Pit Bull Mix,Mix,Pit Bull
A720141,Labrador Retriever Mix,Mix,Sporting
A670391,Pit Bull Mix,Mix,Pit Bull
A665403,Chihuahua Shorthair Mix,Mix,Toy
A700035,Miniature Schnauzer Mix,Mix,Terrier
A705048,Chihuahua Shorthair Mix,Mix,Toy
A677733,Carolina Dog Mix,Unknown,Mix
A685822,Pit Bull Mix,Mix,Pit Bull
A448020,Doberman Pinsch/German Shepherd,Herding,Working
A693628,Great Pyrenees,Working,Working
A702705,Pit Bull Mix,Mix,Pit Bull
A669053,Mastiff/Pit Bull,Pit Bull,Working
A616027,Australian Cattle Dog Mix,Mix,Herding
A679555,Boston Terrier Mix,Non-Sporting,Mix
A698564,Labrador Retriever/Boxer,Sporting,Working
A679765,Beagle Mix,Mix,Hound
A719494,Siberian Husky Mix,Mix,Working
A685432,English Bulldog Mix,Non-Sporting,Mix
A706477,Boxer Mix,Mix,Working
A682610,Labrador Retriever Mix,Mix,Sporting
A672400,Yorkshire Terrier/Maltese,Toy,Toy
A669934,Pit Bull Mix,Mix,Pit Bull
A709997,Pit Bull Mix,Mix,Pit Bull
A693125,Cardigan Welsh Corgi Mix,Mix,Herding
A677668,Blue Lacy/American Bulldog,Non-Sporting,Herding
A342480,Labrador Retriever Mix,Mix,Sporting
A683655,Boxer Mix,Mix,Working
A673726,Plott Hound Mix,Mix,Hound
A697603,Australian Shepherd,Herding,Herding
A684687,Pit Bull Mix,Mix,Pit Bull
A713560,St. Bernard Rough Coat Mix,Mix,Working
A688162,Australian Shepherd Mix,Mix,Herding
A696833,Staffordshire/Boston Terrier,Non-Sporting,Terrier
A673216,Maltese/Miniature Poodle,Non-Sporting,Toy
A415589,Siberian Husky/Labrador Retriever,Sporting,Working
A709200,Chihuahua Shorthair/Pomeranian,Toy,Toy
A688850,Dachshund/Beagle,Hound,Hound
A662147,Chihuahua Shorthair Mix,Mix,Toy
A697908,Miniature Poodle/English Cocker Spaniel,Non-Sporting,Sporting
A283735,Doberman Pinsch Mix,Mix,Working
A687863,Catahoula Mix,Mix,Herding
A688536,Labrador Retriever Mix,Mix,Sporting
A685185,Great Pyrenees/Australian Cattle Dog,Herding,Working
A699933,Labrador Retriever/Australian Cattle Dog,Sporting,Herding
A651299,Pit Bull,Pit Bull,Pit Bull
A676143,Labrador Retriever Mix,Mix,Sporting
A711910,German Shorthair Pointer Mix,Unknown,Mix
A691281,Beagle,Hound,Hound
A696637,Collie Rough Mix,Mix,Herding
A703721,Anatol Shepherd Mix,Mix,Herding
A648687,German Shepherd Mix,Mix,Herding
A672573,Pit Bull/Australian Cattle Dog,Pit Bull,Herding
A667955,Labrador Retriever Mix,Mix,Sporting
A716743,Maltese/Miniature Poodle,Non-Sporting,Toy
A712883,German Shepherd Mix,Mix,Herding
A696055,Bull Terrier Mix,Mix,Terrier
A705526,Siberian Husky/German Shepherd,Herding,Working
A680444,Pug Mix,Mix,Toy
A716636,Lhasa Apso Mix,Non-Sporting,Mix
A681006,Yorkshire Terrier/Miniature Poodle,Non-Sporting,Toy
A584947,Border Collie Mix,Mix,Herding
A624189,Labrador Retriever/Chow Chow,Non-Sporting,Sporting
A674311,Bruss Griffon Mix,Unknown,Mix
A683466,Blue Lacy Mix,Mix,Herding
A640416,Pit Bull Mix,Mix,Pit Bull
A677877,Siberian Husky Mix,Mix,Working
A687624,Pit Bull Mix,Mix,Pit Bull
A696292,American Staffordshire Terrier Mix,Mix,Terrier
A693332,Border Collie Mix,Mix,Herding
A692897,Golden Retriever Mix,Mix,Sporting
A701185,Labrador Retriever Mix,Mix,Sporting
A652270,Rhod Ridgeback Mix,Mix,Hound
A701641,Dachshund Mix,Mix,Hound
A705802,Treeing Walker Coonhound Mix,Mix,Hound
A711598,Chow Chow Mix,Non-Sporting,Mix
A676606,Basenji/Chihuahua Longhair,Toy,Hound
A675932,Border Collie Mix,Mix,Herding
A701369,Miniature Poodle/Dachshund,Non-Sporting,Hound
A715280,Labrador Retriever Mix,Mix,Sporting
A670260,Chow Chow Mix,Non-Sporting,Mix
A697604,Australian Shepherd Mix,Mix,Herding
A647886,Staffordshire Mix,Mix,Terrier
A705036,Chihuahua Shorthair Mix,Mix,Toy
A717842,Chihuahua Shorthair Mix,Mix,Toy
A695823,Cardigan Welsh Corgi Mix,Mix,Herding
A681139,Labrador Retriever Mix,Mix,Sporting
A646980,Bruss Griffon Mix,Unknown,Mix
A671314,Collie Rough Mix,Mix,Herding
A683676,Chihuahua Shorthair Mix,Mix,Toy
A715627,American Staffordshire Terrier Mix,Mix,Terrier
A717615,Pembroke Welsh Corgi Mix,Mix,Herding
A664439,Dachshund/Rat Terrier,Hound,Terrier
A659731,Cocker Spaniel/Miniature Poodle,Non-Sporting,Sporting
A687344,Pit Bull Mix,Mix,Pit Bull
A693005,Boxer Mix,Mix,Working
A699574,Basset Hound/English Cocker Spaniel,Sporting,Hound
A677474,Rottweiler Mix,Mix,Working
A535484,Pit Bull Mix,Mix,Pit Bull
A696319,Australian Shepherd Mix,Mix,Herding
A716491,Australian Cattle Dog Mix,Mix,Herding
A547088,Labrador Retriever/Siberian Husky,Sporting,Working
A716372,Boxer Mix,Mix,Working
A676813,Labrador Retriever Mix,Mix,Sporting
A703780,Chihuahua Shorthair/Dachshund,Hound,Toy
A669899,Labrador Retriever Mix,Mix,Sporting
A681508,Australian Cattle Dog Mix,Mix,Herding
A687069,Chihuahua Shorthair Mix,Mix,Toy
A696438,Manchester Terrier/Norfolk Terrier,Terrier,Terrier
A655516,Flat Coat Retriever Mix,Mix,Sporting
A678847,Jack Russell Terrier Mix,Unknown,Mix
A699036,Flat Coat Retriever/Golden Retriever,Sporting,Sporting
A704944,Bichon Frise/Miniature Poodle,Non-Sporting,Unknown
A718762,Black Mouth Cur Mix,Mix,Herding
A688447,Pit Bull Mix,Mix,Pit Bull
A716774,Pit Bull Mix,Mix,Pit Bull
A661823,Pit Bull Mix,Mix,Pit Bull
A709817,Beagle/Basset Hound,Hound,Hound
A693807,Labrador Retriever Mix,Mix,Sporting
A714104,Pit Bull Mix,Mix,Pit Bull
A690734,Bloodhound Mix,Mix,Hound
A682338,Affenpinscher Mix,Mix,Toy
A708469,Dachshund Mix,Mix,Hound
A715717,Australian Shepherd Mix,Mix,Herding
A717520,Blue Lacy Mix,Mix,Herding
A699512,Great Dane/Staffordshire,Terrier,Working
A700337,Chihuahua Shorthair Mix,Mix,Toy
A713324,Border Collie/Australian Cattle Dog,Herding,Herding
A688264,Labrador Retriever Mix,Mix,Sporting
A678921,Yorkshire Terrier Mix,Mix,Toy
A677949,Chihuahua Shorthair Mix,Mix,Toy
A664093,Rottweiler Mix,Mix,Working
A719197,Pit Bull Mix,Mix,Pit Bull
A698909,Akita Mix,Mix,Working
A705770,Chihuahua Shorthair Mix,Mix,Toy
A670209,Norwich Terrier Mix,Mix,Terrier
A687266,Chihuahua Shorthair Mix,Mix,Toy
A713588,American Pit Bull Terrier Mix,Unknown,Mix
A677179,Labrador Retriever Mix,Mix,Sporting
A672735,Staffordshire Mix,Mix,Terrier
A688407,Shih Tzu Mix,Mix,Toy
A701191,Dachshund Mix,Mix,Hound
A685224,Labrador Retriever/Boxer,Sporting,Working
A695169,Australian Cattle Dog Mix,Mix,Herding
A707480,Dachshund/Chihuahua Shorthair,Toy,Hound
A714777,Chihuahua Shorthair Mix,Mix,Toy
A714555,Labrador Retriever Mix,Mix,Sporting
A592335,Norwich Terrier Mix,Mix,Terrier
A632333,Labrador Retriever Mix,Mix,Sporting
A669761,German Shepherd Mix,Mix,Herding
A710029,Labrador Retriever/Pit Bull,Sporting,Pit Bull
A703985,American Bulldog Mix,Non-Sporting,Mix
A719584,Miniature Poodle Mix,Non-Sporting,Mix
A705299,Pit Bull Mix,Mix,Pit Bull
A701436,Chihuahua Shorthair Mix,Mix,Toy
A694626,Australian Shepherd Mix,Mix,Herding
A714564,Plott Hound Mix,Mix,Hound
A681909,Collie Smooth/German Shepherd,Herding,Herding
A704100,Pit Bull Mix,Mix,Pit Bull
A678914,Labrador Retriever/Australian Shepherd,Sporting,Herding
A715333,Chihuahua Shorthair Mix,Mix,Toy
A689438,American Pit Bull Terrier Mix,Unknown,Mix
A717994,Pit Bull Mix,Mix,Pit Bull
A693840,Pit Bull Mix,Mix,Pit Bull
A707601,Chihuahua Shorthair Mix,Mix,Toy
A695186,Pit Bull Mix,Mix,Pit Bull
A714141,German Shepherd Mix,Mix,Herding
A691290,Manchester Terrier/Jack Russell Terrier,Unknown,Terrier
A712209,Dachshund Mix,Mix,Hound
A691600,Greyhound Mix,Mix,Hound
A690298,Pit Bull/Boston Terrier,Non-Sporting,Pit Bull
A705843,Whippet Mix,Mix,Hound
A667318,Border Collie/Labrador Retriever,Herding,Sporting
A658843,Pit Bull Mix,Mix,Pit Bull
A693123,Pit Bull Mix,Mix,Pit Bull
A693202,Carolina Dog Mix,Unknown,Mix
A717711,Pit Bull Mix,Mix,Pit Bull
A720168,Chihuahua Shorthair Mix,Mix,Toy
A680658,Labrador Retriever Mix,Mix,Sporting
A687791,Dachshund,Hound,Hound
A712850,Labrador Retriever Mix,Mix,Sporting
A681201,Australian Cattle Dog/Labrador Retriever,Herding,Sporting
A701666,Greyhound,Hound,Hound
A652259,Siberian Husky,Working,Working
A686008,Boykin Span Mix,Unknown,Mix
A693663,Chihuahua Shorthair Mix,Mix,Toy
A716317,Bernese Mountain Dog Mix,Mix,Working
A693532,German Shepherd Mix,Mix,Herding
A697168,Pit Bull Mix,Mix,Pit Bull
A676892,Labrador Retriever/Australian Cattle Dog,Sporting,Herding
A681269,Australian Shepherd Mix,Mix,Herding
A669474,Pembroke Welsh Corgi Mix,Mix,Herding
A705479,Labrador Retriever Mix,Mix,Sporting
A676686,Great Dane/Pit Bull,Pit Bull,Working
A701651,Chihuahua Shorthair/Boxer,Toy,Working
A695787,Chihuahua Shorthair Mix,Mix,Toy
A713149,Boxer Mix,Mix,Working
A703316,German Shepherd Mix,Mix,Herding
A698676,Yorkshire Terrier Mix,Mix,Toy
A702952,Labrador Retriever Mix,Mix,Sporting
A668526,Chihuahua Shorthair Mix,Mix,Toy
A668509,Chihuahua Shorthair/Miniature Pinscher,Toy,Toy
A683192,German Shepherd Mix,Mix,Herding
A702316,Papillon/Chihuahua Shorthair,Toy,Toy
A716811,Shih Tzu Mix,Mix,Toy
A692963,Chihuahua Shorthair Mix,Mix,Toy
A700447,Dachshund Longhair/Chihuahua Shorthair,Toy,Hound
A696127,Pit Bull Mix,Mix,Pit Bull
A702466,German Shepherd/Labrador Retriever,Herding,Sporting
A669132,Rottweiler Mix,Mix,Working
A685070,German Shepherd Mix,Mix,Herding
A680041,Chihuahua Shorthair Mix,Mix,Toy
A694711,Bernese Mountain Dog,Working,Working
A692336,Pit Bull Mix,Mix,Pit Bull
A688973,Chesa Bay Retr Mix,Unknown,Mix
A690456,Chow Chow Mix,Non-Sporting,Mix
A689862,Yorkshire Terrier Mix,Mix,Toy
A427866,German Shepherd Mix,Mix,Herding
A679739,Boxer/Pit Bull,Pit Bull,Working
A714491,Chihuahua Shorthair Mix,Mix,Toy
A673258,Pit Bull Mix,Mix,Pit Bull
A675901,Dachshund Wirehair Mix,Mix,Hound
A698858,Labrador Retriever/Pit Bull,Sporting,Pit Bull
A689185,Golden Retriever Mix,Mix,Sporting
A710275,Dachshund Wirehair/Miniature Poodle,Non-Sporting,Hound
A708214,Jack Russell Terrier/Boston Terrier,Non-Sporting,Unknown
A691326,Australian Cattle Dog Mix,Mix,Herding
A667415,Maltese/Miniature Poodle,Non-Sporting,Toy
A661418,Pit Bull Mix,Mix,Pit Bull
A696296,Labrador Retriever Mix,Mix,Sporting
A694847,Border Collie Mix,Mix,Herding
A709798,Australian Kelpie Mix,Mix,Working
A645676,Treeing Walker Coonhound Mix,Mix,Hound
A680765,Labrador Retriever Mix,Mix,Sporting
A718329,Norfolk Terrier Mix,Mix,Terrier
A696606,Labrador Retriever Mix,Mix,Sporting
A671338,Pointer/Catahoula,Sporting,Herding
A694894,Pit Bull Mix,Mix,Pit Bull
A711461,Black Mouth Cur Mix,Mix,Herding
A673985,Staffordshire Mix,Mix,Terrier
A668947,Chihuahua Shorthair Mix,Mix,Toy
A711831,German Shepherd Mix,Mix,Herding
A669368,Border Collie Mix,Mix,Herding
A685597,Jack Russell Terrier Mix,Unknown,Mix
A687175,Labrador Retriever,Sporting,Sporting
A698538,Pit Bull/Cardigan Welsh Corgi,Pit Bull,Herding
A678483,Labrador Retriever Mix,Mix,Sporting
A690130,Chihuahua Shorthair Mix,Mix,Toy
A708639,Miniature Schnauzer,Terrier,Terrier
A681507,Chihuahua Longhair,Toy,Toy
A667657,Mastiff Mix,Mix,Working
A675013,Newfoundland Mix,Mix,Working
A711893,Labrador Retriever Mix,Mix,Sporting
A684130,American Staffordshire Terrier Mix,Mix,Terrier
A666259,Miniature Pinscher Mix,Mix,Toy
A719925,Labrador Retriever Mix,Mix,Sporting
A680770,Dachshund Mix,Mix,Hound
A694963,Pit Bull Mix,Mix,Pit Bull
A690798,Pit Bull Mix,Mix,Pit Bull
A697028,Chihuahua Shorthair Mix,Mix,Toy
A688284,Pit Bull Mix,Mix,Pit Bull
A712994,Chihuahua Longhair,Toy,Toy
A691105,Boxer Mix,Mix,Working
A713622,Pit Bull Mix,Mix,Pit Bull
A614817,German Shepherd/Border Collie,Herding,Herding
A662918,Chihuahua Shorthair Mix,Mix,Toy
A703288,Labrador Retriever Mix,Mix,Sporting
A665566,Chihuahua Shorthair Mix,Mix,Toy
A649271,Chihuahua Shorthair Mix,Mix,Toy
A682865,German Shepherd Mix,Mix,Herding
A679489,Chihuahua Shorthair Mix,Mix,Toy
A664559,Australian Shepherd/Rhod Ridgeback,Herding,Hound
A669930,Cardigan Welsh Corgi Mix,Mix,Herding
A666166,Boxer Mix,Mix,Working
A699549,Chihuahua Shorthair/Dachshund,Hound,Toy
A711400,Siberian Husky Mix,Mix,Working
A704681,Boxer Mix,Mix,Working
A667558,Cardigan Welsh Corgi Mix,Mix,Herding
A681226,Chihuahua Shorthair Mix,Mix,Toy
A704178,Chow Chow/Pit Bull,Non-Sporting,Pit Bull
A664078,Pointer Mix,Mix,Sporting
A679840,Chihuahua Shorthair/Cardigan Welsh Corgi,Herding,Toy
A526237,Australian Kelpie/Pit Bull,Pit Bull,Working
A704756,Labrador Retriever Mix,Mix,Sporting
A677620,Border Collie Mix,Mix,Herding
A691573,German Shepherd Mix,Mix,Herding
A673655,Dachshund/Chihuahua Shorthair,Toy,Hound
A687417,Chihuahua Shorthair/Miniature Pinscher,Toy,Toy
A702501,Pit Bull/Boxer,Pit Bull,Working
A677447,Chow Chow/Basset Hound,Non-Sporting,Hound
A676159,Great Pyrenees,Working,Working
A716175,Miniature Pinscher Mix,Mix,Toy
A679198,Chihuahua Shorthair Mix,Mix,Toy
A453933,Labrador Retriever Mix,Mix,Sporting
A682460,Bruss Griffon/Yorkshire Terrier,Unknown,Toy
A694655,Pit Bull Mix,Mix,Pit Bull
A680916,Great Pyrenees Mix,Mix,Working
A718052,American Bulldog Mix,Non-Sporting,Mix
A689085,American Bulldog/Labrador Retriever,Non-Sporting,Sporting
A669931,Australian Shepherd Mix,Mix,Herding
A717515,Pekingese/Jack Russell Terrier,Unknown,Toy
A662264,Pit Bull Mix,Mix,Pit Bull
A677256,Weimaraner Mix,Mix,Sporting
A693966,Pit Bull Mix,Mix,Pit Bull
A669910,Pit Bull Mix,Mix,Pit Bull
A714686,Miniature Poodle Mix,Non-Sporting,Mix
A708596,Chihuahua Shorthair Mix,Mix,Toy
A695991,Chihuahua Shorthair Mix,Mix,Toy
A719227,Labrador Retriever Mix,Mix,Sporting
A680321,Boston Terrier Mix,Non-Sporting,Mix
A674949,Jack Russell Terrier Mix,Unknown,Mix
A696995,Cardigan Welsh Corgi Mix,Mix,Herding
A631184,Pit Bull Mix,Mix,Pit Bull
A688678,Pit Bull Mix,Mix,Pit Bull
A679237,Chihuahua Shorthair Mix,Mix,Toy
A685408,Dachshund Mix,Mix,Hound
A664729,Boston Terrier Mix,Non-Sporting,Mix
A712999,German Shepherd Mix,Mix,Herding
A662603,Labrador Retriever Mix,Mix,Sporting
A689063,Flat Coat Retriever/Pit Bull,Sporting,Pit Bull
A710186,Staffordshire Mix,Mix,Terrier
A704953,Pit Bull Mix,Mix,Pit Bull
A666615,Chihuahua Shorthair Mix,Mix,Toy
A699706,Pit Bull Mix,Mix,Pit Bull
A671603,Chihuahua Shorthair Mix,Mix,Toy
A691066,Siberian Husky Mix,Mix,Working
A669767,Labrador Retriever Mix,Mix,Sporting
A699046,Labrador Retriever Mix,Mix,Sporting
A688773,Shih Tzu Mix,Mix,Toy
A700016,Australian Shepherd Mix,Mix,Herding
A689680,Pit Bull Mix,Mix,Pit Bull
A665004,Skye Terrier Mix,Mix,Terrier
A707420,Pug Mix,Mix,Toy
A620613,German Shepherd Mix,Mix,Herding
A706864,Australian Kelpie Mix,Mix,Working
A706453,Treeing Walker Coonhound Mix,Mix,Hound
